image_id,sat_image_path,mask_path
0,image/3405.png,gt/3405.png
4001,image/3441.png,gt/3441.png
8002,image/2764.png,gt/2764.png
12003,image/2836.png,gt/2836.png
16004,image/1245.png,gt/1245.png
20005,image/3138.png,gt/3138.png
24006,image/3380.png,gt/3380.png
28007,image/663.png,gt/663.png
32008,image/2004.png,gt/2004.png
36009,image/1530.png,gt/1530.png
40010,image/1081.png,gt/1081.png
44011,image/3193.png,gt/3193.png
48012,image/1283.png,gt/1283.png
52013,image/2256.png,gt/2256.png
56014,image/863.png,gt/863.png
60015,image/2677.png,gt/2677.png
64016,image/2795.png,gt/2795.png
68017,image/3528.png,gt/3528.png
72018,image/1394.png,gt/1394.png
76019,image/1859.png,gt/1859.png
80020,image/2782.png,gt/2782.png
84021,image/2683.png,gt/2683.png
88022,image/244.png,gt/244.png
92023,image/2188.png,gt/2188.png
96024,image/1796.png,gt/1796.png
100025,image/2708.png,gt/2708.png
104026,image/3616.png,gt/3616.png
108027,image/782.png,gt/782.png
112028,image/2805.png,gt/2805.png
116029,image/166.png,gt/166.png
120030,image/2539.png,gt/2539.png
124031,image/3791.png,gt/3791.png
128032,image/2854.png,gt/2854.png
132033,image/287.png,gt/287.png
136034,image/578.png,gt/578.png
140035,image/3635.png,gt/3635.png
144036,image/3542.png,gt/3542.png
148037,image/3408.png,gt/3408.png
152038,image/2464.png,gt/2464.png
156039,image/937.png,gt/937.png
160040,image/1232.png,gt/1232.png
164041,image/787.png,gt/787.png
168042,image/2787.png,gt/2787.png
172043,image/1044.png,gt/1044.png
176044,image/3883.png,gt/3883.png
180045,image/812.png,gt/812.png
184046,image/1535.png,gt/1535.png
188047,image/3975.png,gt/3975.png
192048,image/2163.png,gt/2163.png
196049,image/2689.png,gt/2689.png
200050,image/3932.png,gt/3932.png
204051,image/1527.png,gt/1527.png
208052,image/2113.png,gt/2113.png
212053,image/3916.png,gt/3916.png
216054,image/857.png,gt/857.png
220055,image/1124.png,gt/1124.png
224056,image/35.png,gt/35.png
228057,image/3065.png,gt/3065.png
232058,image/3793.png,gt/3793.png
236059,image/1444.png,gt/1444.png
240060,image/2147.png,gt/2147.png
244061,image/2904.png,gt/2904.png
248062,image/1570.png,gt/1570.png
252063,image/3970.png,gt/3970.png
256064,image/1749.png,gt/1749.png
260065,image/715.png,gt/715.png
264066,image/2285.png,gt/2285.png
268067,image/3764.png,gt/3764.png
272068,image/2505.png,gt/2505.png
276069,image/1918.png,gt/1918.png
280070,image/824.png,gt/824.png
284071,image/2667.png,gt/2667.png
288072,image/1617.png,gt/1617.png
292073,image/3334.png,gt/3334.png
296074,image/2304.png,gt/2304.png
300075,image/429.png,gt/429.png
304076,image/68.png,gt/68.png
308077,image/3359.png,gt/3359.png
312078,image/1323.png,gt/1323.png
316079,image/1610.png,gt/1610.png
320080,image/2057.png,gt/2057.png
324081,image/2274.png,gt/2274.png
328082,image/254.png,gt/254.png
332083,image/1255.png,gt/1255.png
336084,image/416.png,gt/416.png
340085,image/2125.png,gt/2125.png
