image_id,sat_image_path,mask_path
0,images/131368cc17e44240_29000.jpg,masks/131368cc17e44240_29000.jpg
56,images/131368cc17e44240_28959.jpg,masks/131368cc17e44240_28959.jpg
112,images/131368cc17e44240_28961.jpg,masks/131368cc17e44240_28961.jpg
168,images/131368cc17e44240_28970.jpg,masks/131368cc17e44240_28970.jpg
224,images/131368cc17e44240_28964.jpg,masks/131368cc17e44240_28964.jpg
280,images/131368cc17e44240_29002.jpg,masks/131368cc17e44240_29002.jpg
336,images/131368cc17e44240_28963.jpg,masks/131368cc17e44240_28963.jpg
392,images/131368cc17e44240_28977.jpg,masks/131368cc17e44240_28977.jpg
448,images/131368cc17e44240_28975.jpg,masks/131368cc17e44240_28975.jpg
504,images/131368cc17e44240_28996.jpg,masks/131368cc17e44240_28996.jpg
560,images/131368cc17e44240_28955.jpg,masks/131368cc17e44240_28955.jpg
616,images/131368cc17e44240_29014.jpg,masks/131368cc17e44240_29014.jpg
672,images/131368cc17e44240_29004.jpg,masks/131368cc17e44240_29004.jpg
728,images/131368cc17e44240_29015.jpg,masks/131368cc17e44240_29015.jpg
784,images/131368cc17e44240_28998.jpg,masks/131368cc17e44240_28998.jpg
840,images/131368cc17e44240_28965.jpg,masks/131368cc17e44240_28965.jpg
896,images/131368cc17e44240_28966.jpg,masks/131368cc17e44240_28966.jpg
952,images/131368cc17e44240_28974.jpg,masks/131368cc17e44240_28974.jpg
1008,images/131368cc17e44240_28984.jpg,masks/131368cc17e44240_28984.jpg
1064,images/131368cc17e44240_29010.jpg,masks/131368cc17e44240_29010.jpg
1120,images/131368cc17e44240_29012.jpg,masks/131368cc17e44240_29012.jpg
1176,images/131368cc17e44240_28982.jpg,masks/131368cc17e44240_28982.jpg
1232,images/131368cc17e44240_28969.jpg,masks/131368cc17e44240_28969.jpg
1288,images/131368cc17e44240_28981.jpg,masks/131368cc17e44240_28981.jpg
1344,images/131368cc17e44240_28987.jpg,masks/131368cc17e44240_28987.jpg
1400,images/131368cc17e44240_28978.jpg,masks/131368cc17e44240_28978.jpg
1456,images/131368cc17e44240_28956.jpg,masks/131368cc17e44240_28956.jpg
1512,images/131368cc17e44240_28960.jpg,masks/131368cc17e44240_28960.jpg
1568,images/131368cc17e44240_28967.jpg,masks/131368cc17e44240_28967.jpg
1624,images/131368cc17e44240_28957.jpg,masks/131368cc17e44240_28957.jpg
1680,images/131368cc17e44240_29003.jpg,masks/131368cc17e44240_29003.jpg
1736,images/131368cc17e44240_29001.jpg,masks/131368cc17e44240_29001.jpg
1792,images/131368cc17e44240_29011.jpg,masks/131368cc17e44240_29011.jpg
1848,images/131368cc17e44240_28980.jpg,masks/131368cc17e44240_28980.jpg
1904,images/131368cc17e44240_28994.jpg,masks/131368cc17e44240_28994.jpg
1960,images/131368cc17e44240_28968.jpg,masks/131368cc17e44240_28968.jpg
2016,images/131368cc17e44240_28985.jpg,masks/131368cc17e44240_28985.jpg
2072,images/131368cc17e44240_28972.jpg,masks/131368cc17e44240_28972.jpg
2128,images/131368cc17e44240_29007.jpg,masks/131368cc17e44240_29007.jpg
2184,images/131368cc17e44240_28999.jpg,masks/131368cc17e44240_28999.jpg
2240,images/131368cc17e44240_28973.jpg,masks/131368cc17e44240_28973.jpg
2296,images/131368cc17e44240_29008.jpg,masks/131368cc17e44240_29008.jpg
2352,images/131368cc17e44240_29013.jpg,masks/131368cc17e44240_29013.jpg
2408,images/131368cc17e44240_29009.jpg,masks/131368cc17e44240_29009.jpg
2464,images/131368cc17e44240_28962.jpg,masks/131368cc17e44240_28962.jpg
2520,images/131368cc17e44240_29006.jpg,masks/131368cc17e44240_29006.jpg
2576,images/131368cc17e44240_28979.jpg,masks/131368cc17e44240_28979.jpg
2632,images/131368cc17e44240_28971.jpg,masks/131368cc17e44240_28971.jpg
2688,images/131368cc17e44240_28976.jpg,masks/131368cc17e44240_28976.jpg
2744,images/131368cc17e44240_28958.jpg,masks/131368cc17e44240_28958.jpg
2800,images/131368cc17e44240_28986.jpg,masks/131368cc17e44240_28986.jpg
2856,images/131368cc17e44240_28997.jpg,masks/131368cc17e44240_28997.jpg
2912,images/131368cc17e44240_29005.jpg,masks/131368cc17e44240_29005.jpg
2968,images/131368cc17e44240_28995.jpg,masks/131368cc17e44240_28995.jpg
3024,images/131368cc17e44240_28983.jpg,masks/131368cc17e44240_28983.jpg
